ID	MVH_search_im_1	MVH_search_im_2	MVH_search_im_3	MVH_search_im_1_lp	MVH_search_im_2_lp	MVH_search_im_3_lp	MVH_search_im_1_lp_ex	MVH_search_im_2_lp_ex	MVH_search_im_3_lp_ex	MVH_search_im_1_lp_nwords	MVH_search_im_2_lp_nwords	MVH_search_im_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_im_1_lp_len	MVH_search_im_2_lp_len	MVH_search_im_3_lp_len	im_len_min	im_len_max	im_len_mean	total	immigrant	buitenlander	gelukszoeker	statushouder	allochtoon	vluchteling	expat	asielzoeker	immigrant_1	buitenlander_1	gelukszoeker_1	statushouder_1	allochtoon_1	vluchteling_1	expat_1	asielzoeker_1	immigrant_3	buitenlander_3	gelukszoeker_3	statushouder_3	allochtoon_3	vluchteling_3	expat_3	asielzoeker_3	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	base_voteTK2017	base_voteTK2017_14_TEXT	MVH_att_im_1	MVH_att_im_2	MVH_att_im_3	MVH_att_importance_1	VVD	PVV	CDA	D66	GroenLinks	SP	PvdA	ChristenUnie	PvdD	50Plus	SGP	DENK	FvD	Andere_partij	Blank	I_do_not_know_yet	I_do_not_want_to_say	base_voteInt_18	base_voteInt_14_TEXT	att_im_mean	sum_parties	opl_3cat	ADMISSION_1	AZC_1	CAUSES_1	CRIME_1	CULTURE_RELIGION_1	Comments_1	DEBATE_1	ECONOMY_1	EFFECTIVE_1	FINANCIAL_SUPPORT_1	HOUSING_1	INTEGRATION_1	LANGUAGE_1	NEWS_1	ORIGIN_1	POLITICS_1	PROBLEMS_1	QUESTION_1	RACISM_1	SPECIFIC_1	STATISTICS_1	VALID_1	search query_1	ADMISSION_2	AZC_2	CAUSES_2	CRIME_2	CULTURE_RELIGION_2	Comments_2	DEBATE_2	ECONOMY_2	EFFECTIVE_2	FINANCIAL_SUPPORT_2	HOUSING_2	INTEGRATION_2	LANGUAGE_2	NEWS_2	ORIGIN_2	POLITICS_2	PROBLEMS_2	QUESTION_2	RACISM_2	SPECIFIC_2	STATISTICS_2	VALID_2	search query_2	ADMISSION_3	AZC_3	CAUSES_3	CRIME_3	CULTURE_RELIGION_3	Comments_3	DEBATE_3	ECONOMY_3	EFFECTIVE_3	FINANCIAL_SUPPORT_3	HOUSING_3	INTEGRATION_3	LANGUAGE_3	NEWS_3	ORIGIN_3	POLITICS_3	PROBLEMS_3	QUESTION_3	RACISM_3	SPECIFIC_3	STATISTICS_3	VALID_3	search query_3	total_valid	ADMISSION	AZC	CAUSES	CRIME	CULTURE_RELIGION	DEBATE	ECONOMY	EFFECTIVE	FINANCIAL_SUPPORT	HOUSING	INTEGRATION	LANGUAGE	NEWS	ORIGIN	POLITICS	PROBLEMS	QUESTION	RACISM	SPECIFIC	STATISTICS	VALID
22	immigration netherlands	immigratie nederland statistieken	immigratie nederland geschiedenis	immigration netherlands	immigratie nederland statistieken	immigratie nederland geschiedenis	immigration netherlands	immigratie nederland statistieken	immigratie nederland geschiedenis	2	3	3	2	3	2.6666666666666665	23	33	33	23	33	29.666666666666668	immigration netherlands immigratie nederland statistieken immigratie nederland geschiedenis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	2	6	9	2.0	6.0	9		4	3	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		piratenpartij	4.0	1.0	3									1.0				1.0					0.0		0.0		1.0	immigration netherlands	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	immigratie nederland statistieken	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratie nederland geschiedenis	3.0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1
23	Terugkeer veilige landers	Criminaliteit onder asielzoekers	Wanbeleid nederland inzake asielprocedure	terugkeer veilige landers	criminaliteit onder asielzoekers	wanbeleid nederland inzake asielprocedure	terugkeer veilige landers	criminaliteit onder asielzoekers	wanbeleid nederland inzake asielprocedure	3	3	4	3	4	3.3333333333333335	25	32	41	25	41	32.666666666666664	terugkeer veilige landers criminaliteit onder asielzoekers wanbeleid nederland inzake asielprocedure	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	2	5	8	7.0	5.0	15		4	6	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0			5.0	0.0	2	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	terugkeer veilige landers	0.0	0.0	0.0	1.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	criminaliteit onder asielzoekers	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	wanbeleid nederland inzake asielprocedure	3.0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
24	Inburgering discussie	Immigratie discussie	Immigranten forum	inburgering discussie	immigratie discussie	immigranten forum	inburgering discussie	immigratie discussie	immigranten forum	2	2	2	2	2	2.0	21	20	17	17	21	19.333333333333332	inburgering discussie immigratie discussie immigranten forum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	2	7	12	4.0	5.0	9		4	4	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.0	1.0	3	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering discussie	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratie discussie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	immigranten forum	3.0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1
25	Immigratie	Immigratieproblemen	Vluchtelingen	immigratie	immigratieproblemen	vluchtelingen	immigratie	immigratieproblemen	vluchtelingen	1	1	1	1	1	1.0	10	19	13	10	19	14.0	immigratie immigratieproblemen vluchtelingen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	1	6	8	0.0	7.0	9		4	4	5	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.333333333333333	1.0	3									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	immigratieproblemen									1.0				0.0					0.0		0.0		1.0	vluchtelingen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
26	immigratie	gelukszoekers	vluchtelingenproblematiek	immigratie	gelukszoekers	vluchtelingenproblematiek	immigratie	gelukszoekers	vluchtelingenproblematiek	1	1	1	1	1	1.0	10	13	25	10	25	16.0	immigratie gelukszoekers vluchtelingenproblematiek	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	25	2	6	4	1.0	6.0	9		4	6	6	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.333333333333333	1.0	3									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	gelukszoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	vluchtelingenproblematiek	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1
27	Immigratie	Integratie	Asiel	immigratie	integratie	asiel	immigratie	integratie	asiel	1	1	1	1	1	1.0	10	10	5	5	10	8.333333333333334	immigratie integratie asiel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	2	12	8.0	7.0	6		1	1	1	5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			1.0	1.0	1									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie									1.0				0.0					0.0		0.0		1.0	asiel	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
28	Etniciteiten	Vluchtelingen	Foreigners	etniciteiten	vluchtelingen	foreigners	etniciteiten	vluchtelingen	foreigners	1	1	1	1	1	1.0	12	13	10	10	13	11.666666666666666	etniciteiten vluchtelingen foreigners	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	4	12	7.0	3.0	16		3	5	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.0	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	etniciteiten									1.0				0.0					0.0		0.0		1.0	vluchtelingen									1.0				1.0					0.0		0.0		1.0	foreigners	3.0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1
29	immigranten	discussie immigranten	politiek over immigranten	immigranten	discussie immigranten	politiek over immigranten	immigranten	discussie immigranten	politiek over immigranten	1	2	3	1	3	2.0	11	21	25	11	25	19.0	immigranten discussie immigranten politiek over immigranten	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	2	5	8		1.0	8		5	4	5	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	2									1.0				0.0					0.0		0.0		1.0	immigranten	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	discussie immigranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	politiek over immigranten	3.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
30	immigratie	asielzoekers	AZC	immigratie	asielzoekers	azc	immigratie	asielzoekers	azc	1	1	1	1	1	1.0	10	12	3	3	12	8.333333333333334	immigratie asielzoekers azc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2	7	8	6.0	3.0	3		5	4	6	4	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	3.0	3									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	asielzoekers	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	azc	3.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
31	Immigranten in Nederland	Redenen om naar Nederland te immigreren	Waar komen immigranten vandaan	immigranten in nederland	redenen om naar nederland te immigreren	waar komen immigranten vandaan	immigranten in nederland	redenen om naar nederland te immigreren	waar komen immigranten vandaan	3	6	4	3	6	4.333333333333333	24	39	30	24	39	31.0	immigranten in nederland redenen om naar nederland te immigreren waar komen immigranten vandaan	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	2	6	4	6.0	4.0	1		4	5	6	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	2.0	3									1.0				0.0					0.0		0.0		1.0	immigranten in nederland	0.0	0.0	1.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	redenen om naar nederland te immigreren	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waar komen immigranten vandaan	3.0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1
32	Vluchtelingen	Iran	Irak	vluchtelingen	iran	irak	vluchtelingen	iran	irak	1	1	1	1	1	1.0	13	4	4	4	13	7.0	vluchtelingen iran irak	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	2	6	4	7.0	6.0	1		3	3	4	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	3									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	iran	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	irak	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
33	Inburgeren	Asielzoekers	Asiel	inburgeren	asielzoekers	asiel	inburgeren	asielzoekers	asiel	1	1	1	1	1	1.0	10	12	5	5	12	9.0	inburgeren asielzoekers asiel	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	6	12	3.0	6.0	10		3	5	5	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			4.333333333333333	0.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgeren									1.0				0.0					0.0		0.0		1.0	asielzoekers									1.0				0.0					0.0		0.0		1.0	asiel	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
34	Immigratie nederland	Vluchtelingenwerk	Politieke standpunten immigranten	immigratie nederland	vluchtelingenwerk	politieke standpunten immigranten	immigratie nederland	vluchtelingenwerk	politieke standpunten immigranten	2	1	3	1	3	2.0	20	17	33	17	33	23.333333333333332	immigratie nederland vluchtelingenwerk politieke standpunten immigranten	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	2	5	8	5.0	0.0	17		3	4	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			3.6666666666666665	0.0	2									1.0				0.0					0.0		0.0		1.0	immigratie nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	vluchtelingenwerk	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	politieke standpunten immigranten	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
35	Cbs immigranten	Regels immigratie Nederland	Klimaat immigratie	cbs immigranten	regels immigratie nederland	klimaat immigratie	cbs immigranten	regels immigratie nederland	klimaat immigratie	2	3	2	2	3	2.3333333333333335	15	27	18	15	27	20.0	cbs immigranten regels immigratie nederland klimaat immigratie	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	5	8	4.0	6.0	4		6	6	6	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			6.0	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	cbs immigranten	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	regels immigratie nederland	0.0	0.0	1.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	klimaat immigratie	3.0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
36	Racisme in Nederland	Haat tegen buitenlanders	Immigranten	racisme in nederland	haat tegen buitenlanders	immigranten	racisme in nederland	haat tegen buitenlanders	immigranten	3	3	1	1	3	2.3333333333333335	20	24	11	11	24	18.333333333333332	racisme in nederland haat tegen buitenlanders immigranten	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32	1	6	7	6.0	7.0	4		3	3	3	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.0	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	racisme in nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	haat tegen buitenlanders									1.0				0.0					0.0		0.0		1.0	immigranten	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
37	Integratie buitenlanders nederland	Immigratie Nederland	Multiculturele samenleving	integratie buitenlanders nederland	immigratie nederland	multiculturele samenleving	integratie buitenlanders nederland	immigratie nederland	multiculturele samenleving	3	2	2	2	3	2.3333333333333335	34	20	26	20	34	26.666666666666668	integratie buitenlanders nederland immigratie nederland multiculturele samenleving	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2	7	7	4.0	3.0	7		5	6	4	3	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	2.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie buitenlanders nederland									1.0				0.0					0.0		0.0		1.0	immigratie nederland	0.0	0.0	0.0	0.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	multiculturele samenleving	3.0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
38	Waarom Nederland?	Criminaliteit onder asielzoekers	Integratie motivatie	waarom nederland	criminaliteit onder asielzoekers	integratie motivatie	waarom nederland	criminaliteit onder asielzoekers	integratie motivatie	2	3	2	2	3	2.3333333333333335	16	32	20	16	32	22.666666666666668	waarom nederland criminaliteit onder asielzoekers integratie motivatie	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	4	4	6.0	6.0	10		1	1	1	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			1.0	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waarom nederland	0.0	0.0	0.0	1.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	criminaliteit onder asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie motivatie	3.0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1
39	allochtonen	in nederland wonen	dissussie wonen in nederland	allochtonen	in nederland wonen	dissussie wonen in nederland	allochtonen	in nederland wonen	dissussie wonen in nederland	1	3	4	1	4	2.6666666666666665	11	18	28	11	28	19.0	allochtonen in nederland wonen dissussie wonen in nederland	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45	1	6	8	9.0	1.0	1		6	2	2	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	3									1.0				0.0					0.0		0.0		1.0	allochtonen									0.0				0.0					0.0		0.0		1.0	in nederland wonen	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	dissussie wonen in nederland	3.0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
40	migratie	azc	asielzoekers	migratie	azc	asielzoekers	migratie	azc	asielzoekers	1	1	1	1	1	1.0	8	3	12	3	12	7.666666666666667	migratie azc asielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60	1	5	3	8.0	1.0	2		1	1	1	4	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			1.0	1.0	2									1.0				0.0					0.0		0.0		1.0	migratie	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	azc									1.0				0.0					0.0		0.0		1.0	asielzoekers	3.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
41	asiel beleid	asielzoekers	AZC	asiel beleid	asielzoekers	azc	asiel beleid	asielzoekers	azc	2	1	1	1	2	1.3333333333333333	12	12	3	3	12	9.0	asiel beleid asielzoekers azc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	1	6	8	8.0	5.0	2		3	2	1	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			2.0	2.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	asiel beleid									1.0				0.0					0.0		0.0		1.0	asielzoekers	0.0	1.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	azc	3.0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
42	vluchteling	integratie	moslim activisten	vluchteling	integratie	moslim activisten	vluchteling	integratie	moslim activisten	1	1	2	1	2	1.3333333333333333	11	10	17	10	17	12.666666666666666	vluchteling integratie moslim activisten	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	53	1	6	12	7.0	6.0	1		3	5	3	4	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			3.6666666666666665	3.0	3									1.0				0.0					0.0		0.0		1.0	vluchteling	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie	0.0	0.0	0.0	0.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	moslim activisten	3.0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
43	Immigratie	Andere culturen in nederland	Allachtonen	immigratie	andere culturen in nederland	allachtonen	immigratie	andere culturen in nederland	allachtonen	1	4	1	1	4	2.0	10	28	11	10	28	16.333333333333332	immigratie andere culturen in nederland allachtonen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	6	8	7.0	9.0	1		1	4	6	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			3.6666666666666665	3.0	3									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	1.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	andere culturen in nederland									1.0				0.0					0.0		0.0		1.0	allachtonen	3.0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
44	immigranten	wonen in nederland door immigranten	huisvesting immigranten	immigranten	wonen in nederland door immigranten	huisvesting immigranten	immigranten	wonen in nederland door immigranten	huisvesting immigranten	1	5	2	1	5	2.6666666666666665	11	35	23	11	35	23.0	immigranten wonen in nederland door immigranten huisvesting immigranten	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	1	7	12	4.0	6.0	6		3	3	5	4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	1.0	3									1.0				0.0					0.0		0.0		1.0	immigranten									1.0				0.0					0.0		0.0		1.0	wonen in nederland door immigranten	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	huisvesting immigranten	3.0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1
