ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
372	Klimaat politiek	Hoe denkt partij x over het klimaat	Partijdoelstelling klimaat	klimaat politiek	hoe denkt partij x over het klimaat	partijdoelstelling klimaat	2	7	2	2	7	3.6666666666666665	16	35	26	16	35	25.666666666666668	klimaat politiek hoe denkt partij x over het klimaat partijdoelstelling klimaat	25	2	6	9	6.0	2.0	6	4	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe denkt partij x over het klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	partijdoelstelling klimaat	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
373	Klimaat	Klimaat veranderingen	Klimaat akkoord	klimaat	klimaat veranderingen	klimaat akkoord	1	2	2	1	2	1.6666666666666667	7	21	15	7	21	14.333333333333334	klimaat klimaat veranderingen klimaat akkoord	52	1	4	9	5.0	5.0	4	7	4	5.5	2					1.0		1.0												0.0		0.0			0.0	klimaat					1.0		1.0												0.0		0.0			0.0	klimaat veranderingen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat akkoord	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
374	Global warming	Klimaatbeheersing	Maatregelen	global warming	klimaatbeheersing	maatregelen	2	1	1	1	2	1.3333333333333333	14	17	11	11	17	14.0	global warming klimaatbeheersing maatregelen	31	2	5	12		1.0	5	4	3	4.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	global warming	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatbeheersing	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	maatregelen	3.0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0
375	Hoe erg is het met opwarming	Vervuiling van crib to cradle	Verwerken oude accu's	hoe erg is het met opwarming	vervuiling van crib to cradle	verwerken oude accus	6	5	3	3	6	4.666666666666667	28	29	20	20	29	25.666666666666668	hoe erg is het met opwarming vervuiling van crib to cradle verwerken oude accus	57	1	4	2	7.0	7.0	2	1	3	1.5	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe erg is het met opwarming	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	vervuiling van crib to cradle	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	verwerken oude accus	3.0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1
376	Wanneer warm	Amerika	Klimaatproblemen	wanneer warm	amerika	klimaatproblemen	2	1	1	1	2	1.3333333333333333	12	7	16	7	16	11.666666666666666	wanneer warm amerika klimaatproblemen	43	1	4	12	2.0	7.0	2	2	1	2.0	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wanneer warm	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	amerika	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatproblemen	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
377	Krijgen wij een witte kerst	Wanneer gaat het vriezen	Wat voor weer is het in december	krijgen wij een witte kerst	wanneer gaat het vriezen	wat voor weer is het in december	5	4	7	4	7	5.333333333333333	27	24	32	24	32	27.666666666666668	krijgen wij een witte kerst wanneer gaat het vriezen wat voor weer is het in december	59	2	4	7	5.0	1.0	7	7	4	7.0	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	krijgen wij een witte kerst	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wanneer gaat het vriezen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat voor weer is het in december	3.0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1
378	Opwarming aarde	Klimaat doelen	Uitstoot co2	opwarming aarde	klimaat doelen	uitstoot co2	2	2	2	2	2	2.0	15	14	12	12	15	13.666666666666666	opwarming aarde klimaat doelen uitstoot co2	55	1	5	1	6.0	6.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat doelen	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	uitstoot co2	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
379	Opwarming aarde	Co2 uitstoot	Bijdrage auto's	opwarming aarde	co2 uitstoot	bijdrage autos	2	2	2	2	2	2.0	15	12	14	12	15	13.666666666666666	opwarming aarde co2 uitstoot bijdrage autos	39	1	4	2	0.0	6.0	4	6	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	bijdrage autos	3.0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
380	Uitslag verkiezingen usa klimaat afspraken	CO2 uitstoot	Weeromine	uitslag verkiezingen usa klimaat afspraken	co2 uitstoot	weeromine	5	2	1	1	5	2.6666666666666665	42	12	9	9	42	21.0	uitslag verkiezingen usa klimaat afspraken co2 uitstoot weeromine	53	1	5	7	7.0	6.0	5	4	4	4.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	uitslag verkiezingen usa klimaat afspraken	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	weeromine	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
381	klimaat beheersing	uitstoot auto	schone stroom	klimaat beheersing	uitstoot auto	schone stroom	2	2	2	2	2	2.0	18	13	13	13	18	14.666666666666666	klimaat beheersing uitstoot auto schone stroom	54	1	4	4	7.0	5.0	4	5	3	4.5	2	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat beheersing	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	uitstoot auto	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	schone stroom	3.0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
382	Nieuws klimaatakkoord	Klimaatverandering nederland	Climate change news	nieuws klimaatakkoord	klimaatverandering nederland	climate change news	2	2	3	2	3	2.3333333333333335	21	28	19	19	28	22.666666666666668	nieuws klimaatakkoord klimaatverandering nederland climate change news	26	2	6	6	3.0	6.0	4	5	4	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	nieuws klimaatakkoord					1.0		1.0												0.0		0.0			0.0	klimaatverandering nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate change news	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0
384	Klimaatakkoord	Politieke partijen klimaat	Groene voorzieningen	klimaatakkoord	politieke partijen klimaat	groene voorzieningen	1	3	2	1	3	2.0	14	26	20	14	26	20.0	klimaatakkoord politieke partijen klimaat groene voorzieningen	32	2	7	12	2.0	4.0	4	5	4	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatakkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politieke partijen klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene voorzieningen	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
387	stijging waterspiegel	alternatieve energiebronnen	opwarming van de aarde	stijging waterspiegel	alternatieve energiebronnen	opwarming van de aarde	2	2	4	2	4	2.6666666666666665	21	27	22	21	27	23.333333333333332	stijging waterspiegel alternatieve energiebronnen opwarming van de aarde	63	1	6	8	2.0	10.0	7	7	5	7.0	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging waterspiegel	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	alternatieve energiebronnen	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming van de aarde	3.0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
388	climate change info	klimaat in nederland	klimaat verandering	climate change info	klimaat in nederland	klimaat verandering	3	3	2	2	3	2.6666666666666665	19	20	19	19	20	19.333333333333332	climate change info klimaat in nederland klimaat verandering	22	2	5	12	8.0	4.0	3	3	3	3.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	climate change info					0.0		1.0												0.0		0.0			1.0	klimaat in nederland					1.0		1.0												0.0		0.0			0.0	klimaat verandering	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1
389	klimaatverandering	wat verandert in klimaat	hoe snel verandert klimaat	klimaatverandering	wat verandert in klimaat	hoe snel verandert klimaat	1	4	4	1	4	3.0	18	24	26	18	26	22.666666666666668	klimaatverandering wat verandert in klimaat hoe snel verandert klimaat	39	2	4	12	8.0	6.0	6	5	5	5.5	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wat verandert in klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe snel verandert klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
390	Klimaat	Natuur bescherming	Wwf	klimaat	natuur bescherming	wwf	1	2	1	1	2	1.3333333333333333	7	18	3	3	18	9.333333333333334	klimaat natuur bescherming wwf	63	1	6	4	7.0	7.0	7	7	5	7.0	3					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	natuur bescherming	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wwf	3.0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
391	klimaat	greenpeace	wikipedia	klimaat	greenpeace	wikipedia	1	1	1	1	1	1.0	7	10	9	7	10	8.666666666666666	klimaat greenpeace wikipedia	53	2	4	12		7.0	6	6	5	6.0	2					1.0		1.0												0.0		0.0			0.0	klimaat	1.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	greenpeace	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	wikipedia	3.0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
392	Opwarming vd aarde	Van het gas af	Parijs akkoord	opwarming vd aarde	van het gas af	parijs akkoord	3	4	2	2	4	3.0	18	14	14	14	18	15.333333333333334	opwarming vd aarde van het gas af parijs akkoord	53	1	4	7	4.0	6.0	6	6	4	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming vd aarde	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	van het gas af	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	parijs akkoord	3.0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
393	Klimaatverandering	Klimaat aanpak	Klimaat doelstellingen	klimaatverandering	klimaat aanpak	klimaat doelstellingen	1	2	2	1	2	1.6666666666666667	18	14	22	14	22	18.0	klimaatverandering klimaat aanpak klimaat doelstellingen	29	2	6	10	5.0	6.0	5	4	2	4.5	3					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat aanpak	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat doelstellingen	3.0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
394	energie transitie	waterstof	stikstof wet	energie transitie	waterstof	stikstof wet	2	1	2	1	2	1.6666666666666667	17	9	12	9	17	12.666666666666666	energie transitie waterstof stikstof wet	54	1	4	7	7.0	7.0	3	4	4	3.5	2	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	energie transitie	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	waterstof	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof wet	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
395	Klimaat verbetering	Hoe staat het klimaat ervoor	Wat kan ik aan het klimaat doen	klimaat verbetering	hoe staat het klimaat ervoor	wat kan ik aan het klimaat doen	2	5	7	2	7	4.666666666666667	19	28	31	19	31	26.0	klimaat verbetering hoe staat het klimaat ervoor wat kan ik aan het klimaat doen	40	2	6	8	9.0	2.0	3	1	1	2.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat verbetering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe staat het klimaat ervoor	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat kan ik aan het klimaat doen	3.0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
397	Opwarming	Zeespiegel	Poolkap	opwarming	zeespiegel	poolkap	1	1	1	1	1	1.0	9	10	7	7	10	8.666666666666666	opwarming zeespiegel poolkap	62	1	5	3	6.0	7.0	6	4	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zeespiegel	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	poolkap	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
398	Climate change	Milieuvervuiling tegen gaan	Hoe veranderd het klimaat	climate change	milieuvervuiling tegen gaan	hoe veranderd het klimaat	2	3	4	2	4	3.0	14	27	25	14	27	22.0	climate change milieuvervuiling tegen gaan hoe veranderd het klimaat	28	2	6	7	3.0	1.0	5	5	3	5.0	3					1.0		1.0												0.0		1.0			0.0	climate change	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieuvervuiling tegen gaan	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe veranderd het klimaat	3.0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1
399	Opwarming cijfers	Hidtorische klimaat gegevemd	Co2 effect	opwarming cijfers	hidtorische klimaat gegevemd	co2 effect	2	3	2	2	3	2.3333333333333335	17	28	10	10	28	18.333333333333332	opwarming cijfers hidtorische klimaat gegevemd co2 effect	65	1	6	7	7.0	6.0	3	2	4	2.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming cijfers	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	hidtorische klimaat gegevemd	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 effect	3.0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
400	Opwarming	CO2	Klimaatverandering	opwarming	co2	klimaatverandering	1	1	1	1	1	1.0	9	3	18	3	18	10.0	opwarming co2 klimaatverandering	54	2	6	6	4.0	6.0	5	4	4	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	3.0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
402	opwarming	co2onderzoek stand van zaken	klimaatverandering	opwarming	co2onderzoek stand van zaken	klimaatverandering	1	4	1	1	4	2.0	9	28	18	9	28	18.333333333333332	opwarming co2onderzoek stand van zaken klimaatverandering	58	2	4	5	3.0	6.0	6	4	3	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2onderzoek stand van zaken					1.0		1.0												0.0		0.0			0.0	klimaatverandering	3.0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
403	Klimaattop	Politiek en klimaat	Klimaatverandering	klimaattop	politiek en klimaat	klimaatverandering	1	3	1	1	3	1.6666666666666667	10	19	18	10	19	15.666666666666666	klimaattop politiek en klimaat klimaatverandering	31	2	6	7	6.0	4.0	7	3	4	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaattop	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek en klimaat					1.0		1.0												0.0		0.0			0.0	klimaatverandering	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
